Description,Site Location,Contact Telephone,Contact URL,Contact Email,Location,Department,Service Level
EPR Spectrometer,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
EDAX EBSD System add,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Agilent 8900 Triple,St Andrews,441334 463940,https://earthsci.st-andrews.ac.uk/,earthsci@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Earth Sciences,
Lab vacuum furnace,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
M2000 Ellipsometer,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Nikon Ti2-E Inverted,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Laser for 3-Photon M,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Gas Chromatograph,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Fluorescence Spectro,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Zetasixer Pro,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Nikon Microscope,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Glove Box Jacomex 19,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Electron Diffraction,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Upright Spinning Dis,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
LEOS 6ev CW Laser,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
SCISS Intense HE VUV,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
DGX-1,St Andrews,441334 461851,http://medicine.st-andrews.ac.uk/,medicine@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Medical School,
Flow-IR-Kinetic,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
He plasma source,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Flugga boat engine,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Upright Spinning Dis,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Organic Deposition S,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Upright Spinning Dis,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
SCISS Spectrometer,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Gradient Magnet,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Digital Oscilloscope,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
X-ray Source Control,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Waters QToF-Xevo-CMC,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Raman Microscope,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Resolution SE with S,St Andrews,441334 463940,https://earthsci.st-andrews.ac.uk/,earthsci@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Earth Sciences,
